"Season","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR"
"2021","11632","29799","1019","3712","3548","357","8.8%","23.2%",".171",".294",".246",".320",".417",".319","","100","-7.5","-25.7","57.0","103.6"
