"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"52",594987,"Sadler, Casey","52","100.0","0.231","0.231","0.250","0.462","0.318","0.389","0.301","3","13","95.0","6.7","2537","86.3","86.09","5","19","33","-0.2","6.03","109","157","114","149","294","320","286"
"51",622065,"Young, Alex","51","100.0","0.438","0.563","0.333","1.000","0.608","0.439","0.286","7","16","90.4","4.0","2214","87.0","86.26","6","30","21","-0.7","5.66","111","150","118","149","278","317","290"
"51",605521,"Warren, Art","51","100.0","0.273","0.091","0.429","0.364","0.339","0.332","0.258","3","11","82.0","1.1","2419","89.5","89.76","7","26","25","0.3","6.35","109","147","119","142","292","320","291"
"51",607179,"Weems, Jordan","51","100.0","0.500","0.625","0.750","1.125","0.676","0.517","0.345","4","8","93.9","-4.8","1954","90.1","90.35","5","22","29","0.3","6.53","114","148","117","150","285","321","290"
"51",593619,"Tapia, Domingo","51","100.0","0.364","0.364","0.500","0.727","0.475","0.347","0.286","4","11","92.2","6.1","2184","95.2","94.52","4","25","26","-0.7","5.86","96","143","109","138","298","323","299"
"51",621593,"Castro, Anthony","51","100.0","0.417","0.167","0.625","0.583","0.447","0.275","0.227","5","12","90.5","17.5","2552","91.8","92.75","7","20","31","0.9","6.84","107","148","113","148","294","322","291"
"50",663423,"Thornton, Trent","50","100.0","0.400","0.600","0.429","1.000","0.570","0.554","0.406","4","10","94.0","31.9","2472","88.3","88.13","8","23","27","-0.2","6.11","106","145","116","140","298","317","286"
"50",641907,"Murphy, Patrick","50","100.0","0.200","0.000","0.286","0.200","0.297","0.358","0.265","2","10","89.4","11.4","2123","90.6","90.75","3","18","32","0.1","6.33","107","148","119","143","287","308","293"
"49",605240,"Fry, Jace","49","100.0","0.429","0.429","0.500","0.857","0.584","0.372","0.202","3","7","81.6","-9.6","2277","86.9","85.71","4","14","35","-1.2","5.53","107","149","113","148","303","319","295"
"48",668665,"Nogosek, Stephen","48","100.0","0.250","0.500","0.200","0.750","0.408","0.337","0.230","3","12","88.8","14.4","2296","90.1","89.86","7","24","24","-0.2","6.01","115","157","123","148","298","320","295"
