"Season","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR"
"2021","10936","27815","955","3430","3271","329","8.7%","22.7%",".173",".293",".248",".321",".421",".320","","101","4.6","23.6","52.5","101.4"
