"Season","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR"
"2021","12114","31072","936","3678","3493","385","9.0%","24.0%",".158",".292",".239",".315",".397",".309","","93","-10.2","-280.3","41.9","80.9"
