"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"1339",607192,"Glasnow, Tyler","1339","100.0","0.176","0.144","0.250","0.319","0.246","0.260","0.189","55","313","91.5","13.0","2595","92.0","93.57","243","657","682","1.6","7.35","107","159","118","150","302","322","294"
"1326",621244,"Berríos, José","1326","100.0","0.227","0.165","0.282","0.392","0.293","0.323","0.249","70","309","87.3","10.5","2183","89.8","89.24","151","622","704","-0.6","6.41","109","158","118","149","301","330","297"
"1313",477132,"Kershaw, Clayton","1313","100.0","0.222","0.135","0.294","0.356","0.268","0.279","0.226","74","334","86.8","9.8","2605","86.7","86.61","222","671","642","-0.1","6.29","108","157","115","149","300","315","292"
"1311",605540,"Woodruff, Brandon","1311","100.0","0.156","0.094","0.202","0.251","0.207","0.256","0.206","48","307","86.0","6.2","2369","92.4","92.19","177","641","670","-0.2","6.47","110","155","117","150","300","324","297"
"1308",506433,"Darvish, Yu","1308","100.0","0.196","0.150","0.254","0.346","0.266","0.268","0.200","59","301","86.4","18.2","2665","86.6","86.55","166","617","691","0.0","6.29","116","155","131","145","297","320","311"
"1308",572971,"Keuchel, Dallas","1308","100.0","0.263","0.146","0.287","0.408","0.318","0.367","0.302","83","316","86.6","3.6","1926","83.7","83.62","128","575","733","-0.1","6.10","110","151","116","147","298","320","294"
"1301",593423,"Montas, Frankie","1301","100.0","0.262","0.169","0.320","0.431","0.316","0.314","0.247","82","313","89.8","13.7","2323","93.3","92.88","171","686","615","-0.4","6.02","111","149","121","153","299","325","302"
"1301",641745,"Keller, Brad","1301","100.0","0.311","0.184","0.360","0.495","0.373","0.390","0.307","91","293","90.8","7.5","2334","91.4","90.90","125","600","701","-0.5","5.86","107","158","116","145","296","322","304"
"1294",592332,"Gausman, Kevin","1294","100.0","0.157","0.097","0.210","0.255","0.203","0.264","0.210","50","318","88.0","11.3","2005","89.0","89.22","222","659","635","0.2","6.48","113","157","117","150","298","323","293"
"1291",641816,"Mahle, Tyler","1291","100.0","0.212","0.142","0.284","0.354","0.280","0.277","0.214","58","274","87.2","14.9","2436","90.7","91.32","169","589","702","0.6","6.61","113","154","117","148","298","318","294"
