"Season","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR"
"2021","11161","28410","875","3260","3074","354","8.8%","24.4%",".157",".283",".232",".309",".390",".304","","90","0.4","-367.2","32.9","62.3"
