"Season","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR"
"2021","13622","33573","1131","4170","4004","418","8.5%","22.3%",".173",".294",".250",".321",".423",".320","","101","4.0","25.3","47.3","120.5"
