"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"57",669424,"Lambert, Jimmy","57","100.0","0.200","0.400","0.143","0.600","0.388","0.445","0.281","2","10","87.6","38.4","2128","87.7","87.12","3","27","30","-0.6","5.64","114","156","108","147","295","317","293"
"57",596082,"Reed, Jake","57","100.0","0.143","0.000","0.222","0.143","0.126","0.306","0.266","2","14","97.5","12.6","2259","83.3","81.29","9","26","31","-2.0","5.11","112","160","118","149","301","324","293"
"55",502624,"Anderson, Chase","55","100.0","0.200","0.600","0.000","0.800","0.419","0.485","0.295","3","15","89.4","13.9","2107","84.0","83.13","3","24","31","-0.9","5.76","114","157","115","150","312","327","296"
"55",592346,"González, Chi Chi","55","100.0","0.250","0.250","0.214","0.500","0.337","0.311","0.241","4","16","92.2","9.3","2266","88.7","88.56","3","26","29","-0.1","5.88","116","151","119","148","301","336","308"
"54",594986,"Ryan, Kyle","54","100.0","0.235","0.412","0.154","0.647","0.361","0.341","0.277","4","17","92.2","2.8","1943","86.3","87.18","3","25","29","0.9","6.80","113","153","117","151","303","329","302"
"54",665661,"Spitzbarth, Shea","54","100.0","0.286","0.214","0.231","0.500","0.356","0.377","0.322","4","14","90.5","31.9","1734","86.0","85.62","1","24","30","-0.4","5.98","108","159","127","150","304","321","297"
"53",608723,"Voth, Austin","53","100.0","0.273","0.182","0.333","0.455","0.338","0.447","0.370","3","11","91.3","9.2","2772","86.4","85.62","6","25","28","-0.8","6.06","111","152","117","139","290","317","288"
"53",607572,"Howard, Sam","53","100.0","0.400","0.400","0.500","0.800","0.532","0.344","0.258","4","10","88.7","24.0","2310","88.6","87.99","10","25","28","-0.6","5.77","113","154","127","146","304","323","290"
"53",621114,"Burr, Ryan","53","100.0","0.357","0.071","0.417","0.429","0.381","0.373","0.294","5","14","91.7","-4.9","2186","90.8","91.75","4","20","33","1.0","6.75","110","148","113","148","291","319","301"
"53",624427,"Gonsalves, Stephen","53","100.0","0.200","0.100","0.286","0.300","0.295","0.200","0.101","2","10","87.3","28.0","2348","84.4","84.96","8","26","27","0.6","7.05","103","143","114","144","305","330","306"
"52",621259,"Koerner, Brody","52","100.0","0.200","0.100","0.222","0.300","0.325","0.379","0.289","2","10","84.0","6.3","1937","86.9","87.98","2","16","36","1.1","6.94","115","153","127","146","301","320","278"
"52",519141,"Pomeranz, Drew","52","100.0","0.231","0.000","0.273","0.231","0.203","0.252","0.252","3","13","85.6","13.4","2405","90.1","88.68","5","32","20","-1.4","5.50","112","154","139","147","297","330","314"
"51",665625,"Peguero, Elvis","51","100.0","0.556","0.333","0.556","0.889","0.637","0.408","0.264","5","9","95.2","8.4","2113","94.4","94.71","1","20","31","0.3","6.44","112","156","110","148","300","329","299"
"49",622780,"Perdomo, Angel","49","100.0","0.375","0.000","0.600","0.375","0.428","0.311","0.175","3","8","71.4","1.4","2442","90.6","91.36","9","22","27","0.8","6.59","106","149","119","145","296","323","298"
"49",570632,"Ureña, José","49","100.0","0.273","0.000","0.333","0.273","0.240","0.283","0.292","3","11","87.2","0.2","2075","91.1","91.09","4","26","23","0.0","6.26","107","156","124","150","298","330","292"
"48",624647,"González, Victor","48","100.0","0.182","0.273","0.125","0.455","0.298","0.475","0.389","2","11","85.6","1.7","2233","89.4","89.23","5","19","29","-0.2","6.11","111","157","114","151","294","312","294"
"48",502748,"Peacock, Brad","48","100.0","0.222","0.333","0.125","0.556","0.416","0.593","0.351","2","9","91.2","31.2","2185","83.2","82.65","1","18","30","-0.5","6.18","115","150","115","147","302","339","310"
"48",665733,"Santos, Antonio","48","100.0","0.333","0.417","0.375","0.750","0.466","0.368","0.282","4","12","82.2","15.7","2062","91.6","91.42","5","23","25","-0.2","6.30","114","153","120","151","296","327","306"
"48",643493,"Pruitt, Austin","48","100.0","0.231","0.077","0.333","0.308","0.231","0.267","0.256","3","13","93.9","10.8","2548","87.8","86.75","8","27","21","-1.1","5.55","108","151","118","150","305","313","281"
"47",680704,"Sandlin, Nick","47","100.0","0.385","0.308","0.444","0.692","0.472","0.282","0.231","5","13","92.0","18.8","2346","88.5","88.78","4","23","24","0.3","6.41","103","151","117","147","292","312","284"
"47",650347,"Madero, Luís","47","100.0","0.143","0.429","0.000","0.571","0.411","0.416","0.233","1","7","84.2","20.2","2230","84.7","83.69","3","17","30","-1.0","6.83","102","150","123","150","303","318","283"
"46",660906,"Perez, Francisco","46","100.0","0.500","0.000","0.429","0.500","0.471","0.358","0.248","3","6","89.1","28.0","2206","88.2","87.55","2","19","27","-0.7","5.58","110","146","118","148","286","310","285"
"45",670955,"Uceta, Edwin","45","100.0","0.111","0.000","0.200","0.111","0.143","0.232","0.104","1","9","89.0","28.8","2261","86.3","86.09","7","24","21","-0.2","6.20","118","153","129","152","286","322","294"
"44",676766,"Snyder, Nick","44","100.0","0.300","0.100","0.333","0.400","0.365","0.356","0.311","3","10","89.2","7.9","2387","95.7","95.33","4","21","23","-0.4","6.03","115","155","128","149","292","318","297"
